# submitted_item	validated_id	current_symbol
CG8207	FBgn0034035	CG8207
CG8209	FBgn0035830	CG8209
CG8219	FBgn0035693	CG8219
CG8223	FBgn0037624	CG8223
CG8229	FBgn0033356	CG8229
CG8230	FBgn0027607	CG8230
CG8236	FBgn0037626	CG8236
CG8237	FBgn0033350	CG8237
CG8243	FBgn0033349	CG8243
CG8245	FBgn0033031	CG8245
CG8248	FBgn0033347	CG8248
CG8249	FBgn0034045	CG8249
CG8252	FBgn0033344	CG8252
CG8260	FBgn0030684	CG8260
CG8270	FBgn0035703	Bulli
CG8272	FBgn0033337	CG8272
CG8281	FBgn0035824	CG8281
CG8289	FBgn0030854	CG8289
CG8292	FBgn0032004	CG8292
CG8298	FBgn0033673	CG8298
CG8300	FBgn0029937	CG8300
CG8301	FBgn0037717	CG8301
CG8303	FBgn0034143	CG8303
CG8306	FBgn0034142	CG8306
CG8311	FBgn0034141	CG8311
CG8312	FBgn0037720	CG8312
CG8314	FBgn0034057	CG8314
CG8319	FBgn0037722	CG8319
CG8320	FBgn0034059	CG8320
CG8321	FBgn0033677	CG8321
CG8323	FBgn0033903	CG8323
CG8326	FBgn0030851	CG8326
CG8336	FBgn0036020	Cyp40
CG8343	FBgn0040502	CG8343
CG8349	FBgn0032003	CG8349
CG8353	FBgn0032002	CG8353
CG8360	FBgn0032001	CG8360
CG8366	FBgn0034054	CG8366
CG8369	FBgn0040532	CG8369
CG8370	FBgn0034060	Tmem131
CG8372	FBgn0032000	CG8372
CG8379	FBgn0037638	CG8379
CG8388	FBgn0034062	CG8388
CG8389	FBgn0034063	CG8389
CG8397	FBgn0034066	EMC7
CG8399	FBgn0034067	CG8399
CG8405	FBgn0034071	CG8405
CG8407	FBgn0033687	CG8407
CG8412	FBgn0037743	Alg12
CG8414	FBgn0034073	CG8414
CG8419	FBgn0031999	CG8419
CG8420	FBgn0037664	CG8420
CG8435	FBgn0034084	CG8435
CG8441	FBgn0034086	CG8441
CG8460	FBgn0031996	CG8460
CG8461	FBgn0038235	CG8461
CG8468	FBgn0033913	CG8468
CG8475	FBgn0031995	CG8475
CG8475	FBgn0083970	CG34134
CG8476	FBgn0038127	CG8476
CG8478	FBgn0037746	CG8478
CG8483	FBgn0038126	CG8483
CG8485	FBgn0033915	CG8485
CG8490	FBgn0033715	CG8490
CG8492	FBgn0035813	CG8492
CG8500	FBgn0037754	CG8500
CG8501	FBgn0033724	CG8501
CG8507	FBgn0037756	CG8507
CG8509	FBgn0030696	CG8509
CG8516	FBgn0037757	CG8516
CG8517	FBgn0034472	CG8517
CG8519	FBgn0035711	CG8519
CG8520	FBgn0033734	CG8520
CG8526	FBgn0037759	CG8526
CG8531	FBgn0033918	CG8531
CG8539	FBgn0035791	CG8539
CG8545	FBgn0033741	CG8545
CG8547	FBgn0033919	CG8547
CG8549	FBgn0035714	Sbds
CG8560	FBgn0035781	CG8560
CG8564	FBgn0035776	CG8564
CG8565	FBgn0030697	CG8565
CG8568	FBgn0030841	CG8568
CG8569	FBgn0033752	CG8569
CG8578	FBgn0030699	CG8578
CG8584	FBgn0033322	CG8584
CG8586	FBgn0033320	CG8586
CG8607	FBgn0035760	CG8607
CG8611	FBgn0027602	CG8611
CG8613	FBgn0033924	CG8613
CG8617	FBgn0033925	CG8617
CG8620	FBgn0040837	CG8620
CG8630	FBgn0038130	CG8630
CG8635	FBgn0033317	CG8635
CG8641	FBgn0035733	CG8641
CG8642	FBgn0033312	CG8642
CG8646	FBgn0033763	CG8646
CG8654	FBgn0034479	CG8654
CG8664	FBgn0030836	CG8664
CG8665	FBgn0032945	CG8665
CG8668	FBgn0031988	CG8668
CG8671	FBgn0032938	CG8671
CG8673	FBgn0031986	CG8673
CG8675	FBgn0030834	CG8675
CG8677	FBgn0026577	CG8677
CG8679	FBgn0032934	CG8679
CG8701	FBgn0033287	CG8701
CG8708	FBgn0033271	CG8708
CG8712	FBgn0033258	uno
CG8726	FBgn0033244	CG8726
CG8728	FBgn0033235	CG8728
CG8736	FBgn0033308	CG8736
CG8738	FBgn0033321	CG8738
CG8740	FBgn0027585	CG8740
CG8745	FBgn0036381	CG8745
CG8750	FBgn0040812	CG8750
CG8757	FBgn0036380	CG8757
CG8765	FBgn0036900	CG8765
CG8768	FBgn0033769	CG8768
CG8777	FBgn0033376	CG8777
CG8778	FBgn0033761	CG8778
CG8785	FBgn0033760	CG8785
CG8800	FBgn0033408	CG8800
CG8813	FBgn0031476	CG8813
CG8814	FBgn0031478	CG8814
CG8818	FBgn0033751	CG8818
CG8833	FBgn0036386	CG8833
CG8837	FBgn0031520	CG8837
CG8839	FBgn0033717	CG8839
CG8840	FBgn0031531	CG8840
CG8841	FBgn0033713	CG8841
CG8850	FBgn0033708	CG8850
CG8851	FBgn0031546	CG8851
CG8852	FBgn0031548	CG8852
CG8854	FBgn0033702	CG8854
CG8858	FBgn0033698	CG8858
CG8860	FBgn0033691	CG8860
CG8861	FBgn0037676	CG8861
CG8870	FBgn0038144	CG8870
CG8878	FBgn0027504	CG8878
CG8888	FBgn0033679	CG8888
CG8891	FBgn0031663	CG8891
CG8892	FBgn0031664	CG8892
CG8907	FBgn0038466	CG8907
CG8908	FBgn0034493	CG8908
CG8910	FBgn0025833	CG8910
CG8915	FBgn0030833	CG8915
CG8924	FBgn0030710	CG8924
CG8925	FBgn0038404	CG8925
CG8927	FBgn0038405	CG8927
CG8929	FBgn0034504	CG8929
CG8939	FBgn0030720	CG8939
CG8944	FBgn0030680	CG8944
CG8945	FBgn0030815	CG8945
CG8950	FBgn0034186	CG8950
CG8958	FBgn0030725	CG8958
CG8960	FBgn0035315	CG8960
CG8963	FBgn0034181	CG8963
CG8974	FBgn0030693	sordd1
CG8993	FBgn0035334	CG8993
CG8997	FBgn0028920	CG8997
CG9003	FBgn0033639	CG9003
CG9004	FBgn0035336	CG9004
CG9005	FBgn0033638	CG9005
CG9008	FBgn0028540	CG9008
CG9010	FBgn0034173	CG9010
CG9014	FBgn0028847	CG9014
CG9016	FBgn0031751	CG9016
CG9018	FBgn0035318	CG9018
CG9034	FBgn0040931	CG9034
CG9040	FBgn0036394	CG9040
CG9044	FBgn0031752	CG9044
CG9062	FBgn0033607	CG9062
CG9065	FBgn0030610	Cox17
CG9067	FBgn0033605	CG9067
CG9068	FBgn0034106	CG9068
CG9072	FBgn0030614	CG9072
CG9083	FBgn0035077	CG9083
CG9084	FBgn0033582	CG9084
CG9095	FBgn0030617	CG9095
CG9098	FBgn0031762	CG9098
CG9106	FBgn0030624	CG9106
CG9107	FBgn0031764	CG9107
CG9109	FBgn0031765	CG9109
CG9114	FBgn0030628	CG9114
CG9117	FBgn0031766	CG9117
CG9119	FBgn0035189	CG9119
CG9121	FBgn0031675	CG9121
CG9123	FBgn0030629	CG9123
CG9129	FBgn0035196	CG9129
CG9132	FBgn0030791	CG9132
CG9135	FBgn0031769	CG9135
CG9143	FBgn0287774	CG9143
CG9147	FBgn0031774	CG9147
CG9149	FBgn0035203	Acat2
CG9154	FBgn0031777	CG9154
CG9164	FBgn0030634	CG9164
CG9170	FBgn0030716	CG9170
CG9171	FBgn0031738	CG9171
CG9173	FBgn0035218	CG9173
CG9175	FBgn0031779	CG9175
CG9205	FBgn0035181	CG9205
CG9213	FBgn0030655	CG9213
CG9215	FBgn0030659	CG9215
CG9220	FBgn0030662	Chsy
CG9222	FBgn0031784	CG9222
CG9231	FBgn0036887	CG9231
CG9240	FBgn0030669	CG9240
CG9246	FBgn0032925	CG9246
CG9253	FBgn0032919	CG9253
CG9254	FBgn0028513	CG9254
CG9257	FBgn0032916	CG9257
CG9263	FBgn0032530	CG9263
CG9265	FBgn0032910	CG9265
CG9270	FBgn0032908	CG9270
CG9272	FBgn0032907	CG9272
CG9281	FBgn0030672	CG9281
CG9286	FBgn0038183	CG9286
CG9297	FBgn0038181	CG9297
CG9300	FBgn0036886	CG9300
CG9302	FBgn0032514	CG9302
CG9304	FBgn0034674	CG9304
CG9308	FBgn0034681	CG9308
CG9312	FBgn0038179	CG9312
CG9313	FBgn0034566	CG9313
CG9314	FBgn0032061	CG9314
CG9316	FBgn0032878	CG9316
CG9328	FBgn0032886	CG9328
CG9330	FBgn0036888	CG9330
CG9331	FBgn0032889	CG9331
CG9336	FBgn0032897	CG9336
CG9338	FBgn0032899	CG9338
CG9344	FBgn0034564	CG9344
CG9346	FBgn0034572	CG9346
CG9356	FBgn0037688	CG9356
CG9360	FBgn0030332	CG9360
CG9368	FBgn0036890	CG9368
CG9372	FBgn0036891	CG9372
CG9380	FBgn0035094	CG9380
CG9384	FBgn0036446	Mgat4a
CG9386	FBgn0037708	CG9386
CG9389	FBgn0037064	CG9389
CG9391	FBgn0037063	CG9391
CG9393	FBgn0037710	CG9393
CG9394	FBgn0034588	CG9394
CG9395	FBgn0032506	CG9395
CG9396	FBgn0037714	CG9396
CG9399	FBgn0037715	CG9399
CG9400	FBgn0030562	CG9400
CG9406	FBgn0034592	CG9406
CG9410	FBgn0033086	CG9410
CG9416	FBgn0034438	CG9416
CG9426	FBgn0032485	CG9426
CG9427	FBgn0037721	CG9427
CG9436	FBgn0033101	CG9436
CG9444	FBgn0037730	CG9444
CG9447	FBgn0033110	CG9447
CG9449	FBgn0036875	CG9449
CG9451	FBgn0036876	CG9451
CG9452	FBgn0036877	CG9452
CG9458	FBgn0037765	CG9458
CG9467	FBgn0037758	CG9467
CG9471	FBgn0037749	CG9471
CG9485	FBgn0034618	CG9485
CG9492	FBgn0287844	Dhc1
CG9497	FBgn0031800	CG9497
CG9498	FBgn0031801	CG9498
CG9503	FBgn0030598	CG9503
CG9512	FBgn0030593	CG9512
CG9514	FBgn0030592	CG9514
CG9515	FBgn0032077	CG9515
CG9518	FBgn0030590	CG9518
CG9519	FBgn0030589	CG9519
CG9521	FBgn0030588	CG9521
CG9522	FBgn0030587	CG9522
CG9525	FBgn0032080	CG9525
CG9527	FBgn0031813	Acox3
CG9536	FBgn0031818	CG9536
CG9541	FBgn0032083	CG9541
CG9547	FBgn0031824	CG9547
CG9550	FBgn0031826	CG9550
CG9555	FBgn0032085	CG9555
CG9568	FBgn0032087	CG9568
CG9570	FBgn0031085	CG9570
CG9572	FBgn0031089	aspr
CG9577	FBgn0031092	Ech1
CG9578	FBgn0031094	CG9578
CG9581	FBgn0031093	CG9581
CG9586	FBgn0032101	CG9586
CG9588	FBgn0038166	CG9588
CG9590	FBgn0038360	CG9590
CG9593	FBgn0038365	CG9593
CG9596	FBgn0031832	CG9596
CG9601	FBgn0037578	PNKP
CG9609	FBgn0030787	CG9609
CG9624	FBgn0038213	CG9624
CG9626	FBgn0037565	CG9626
CG9628	FBgn0036433	CG9628
CG9630	FBgn0037561	CG9630
CG9631	FBgn0027563	CG9631
CG9632	FBgn0038377	CG9632
CG9636	FBgn0037556	CG9636
CG9641	FBgn0031483	CG9641
CG9643	FBgn0031485	CG9643
CG9646	FBgn0034184	CG9646
CG9649	FBgn0038211	CG9649
CG9650	FBgn0029939	CG9650
CG9657	FBgn0029950	CG9657
CG9662	FBgn0031529	CG9662
CG9663	FBgn0031516	CG9663
CG9664	FBgn0031515	CG9664
CG9667	FBgn0037550	CG9667
CG9672	FBgn0030777	CG9672
CG9673	FBgn0030775	CG9673
CG9674	FBgn0036663	CG9674
CG9676	FBgn0030773	CG9676
CG9684	FBgn0037583	CG9684
CG9686	FBgn0030158	CG9686
CG9689	FBgn0030159	CG9689
CG9691	FBgn0030160	CG9691
CG9692	FBgn0036654	CG9692
CG9701	FBgn0036659	CG9701
CG9705	FBgn0036661	CG9705
CG9706	FBgn0036662	CG9706
CG9717	FBgn0039789	CG9717
CG9722	FBgn0038209	CG9722
CG9723	FBgn0030768	Nemp
CG9727	FBgn0037445	CG9727
CG9733	FBgn0039759	CG9733
CG9743	FBgn0039756	CG9743
CG9747	FBgn0039754	CG9747
CG9752	FBgn0034614	CG9752
CG9760	FBgn0036259	CG9760
CG9766	FBgn0037229	flip
CG9773	FBgn0037609	CG9773
CG9775	FBgn0037261	CG9775
CG9776	FBgn0027866	CG9776
CG9777	FBgn0030764	CG9777
CG9782	FBgn0030763	CG9782
CG9784	FBgn0030761	CG9784
CG9795	FBgn0037234	CG9795
CG9799	FBgn0038146	CG9799
CG9801	FBgn0037623	CG9801
CG9804	FBgn0037251	CG9804
CG9812	FBgn0034860	CG9812
CG9813	FBgn0038143	CG9813
CG9815	FBgn0034861	CG9815
CG9822	FBgn0034623	CG9822
CG9826	FBgn0034784	CG9826
CG9837	FBgn0037635	CG9837
CG9839	FBgn0037633	CG9839
CG9849	FBgn0034803	CG9849
CG9853	FBgn0086605	CG9853
CG9855	FBgn0037242	CG9855
CG9861	FBgn0034844	CG9861
CG9864	FBgn0034490	CG9864
CG9876	FBgn0034821	CG9876
CG9886	FBgn0031428	CG9886
CG9890	FBgn0034814	CG9890
CG9896	FBgn0034808	CG9896
CG9899	FBgn0034829	CG9899
CG9902	FBgn0030757	CG9902
CG9911	FBgn0030734	ERp44
CG9915	FBgn0030738	CG9915
CG9917	FBgn0030740	CG9917
CG9919	FBgn0030742	CG9919
CG9920	FBgn0038200	CG9920
CG9921	FBgn0030743	CG9921
CG9922	FBgn0038196	CG9922
CG9925	FBgn0038191	CG9925
CG9928	FBgn0032472	CG9928
CG9932	FBgn0262160	CG9932
CG9934	FBgn0032467	Ube4B
CG9941	FBgn0030514	Mrgn1
CG9945	FBgn0034527	CG9945
CG9948	FBgn0035721	CG9948
CG9951	FBgn0036671	CG9951
CG9953	FBgn0035726	CG9953
CG9961	FBgn0031451	CG9961
CG9967	FBgn0031413	CG9967
CG9970	FBgn0035380	CG9970
CG9981	FBgn0030746	CG9981
CG9986	FBgn0039589	CG9986
CG9992	FBgn0030744	CG9992
CHES-1-like	FBgn0029504	CHES-1-like
CHKov1	FBgn0045761	CHKov1
CHKov2	FBgn0039328	CHKov2
CHMP2B	FBgn0035589	CHMP2B
CHORD	FBgn0029503	mora
CHOp24	FBgn0029709	CHOp24
CIA30	FBgn0039689	CIA30
CIAPIN1	FBgn0001977	CIAPIN1
CLIP-190	FBgn0020503	CLIP-190
CLS	FBgn0039360	CLS
CNBP	FBgn0034802	CNBP
CNMaR	FBgn0053696	CNMaR
CNPYb	FBgn0036847	CNPYb
CNT2	FBgn0025709	CNT2
COX4	FBgn0032833	COX4
COX4L	FBgn0033020	COX4L
COX5A	FBgn0019624	COX5A
COX5B	FBgn0031830	COX5B
COX5BL	FBgn0031831	COX5BL
COX6AL	FBgn0050093	COX6AL
COX6B	FBgn0031066	COX6B
COX7A	FBgn0040529	COX7A
COX7AL	FBgn0037579	COX7AL
COX7C	FBgn0040773	COX7C
COX8	FBgn0263911	COX8
CPT2	FBgn0035383	CPT2
CR11023	FBgn0031208	CR11023
CR12460	FBgn0040045	CR12460
CR12628	FBgn0042701	CR12628
CR12842	FBgn0033131	CR12842
CR14033	FBgn0046776	CR14033
CR14578	FBgn0260469	CR14578
CR14798	FBgn0029588	CR14798
CR15345	FBgn0040928	CR15345
CR17024	FBgn0032437	CR17024
CR17438	FBgn0030116	CR17438
CR18166	FBgn0029526	CR18166
CR18217	FBgn0036646	CR18217
CR18228	FBgn0037560	CR18228
CR18275	FBgn0029523	CR18275
CR30029	FBgn0050029	CR30029
CR31032	FBgn0051032	CR31032
CR31427	FBgn0051427	CR31427
CR32009	FBgn0052009	CR32009
CR32010	FBgn0052010	CR32010
CR32733	FBgn0052733	CR32733
CR32745	FBgn0052745	CR32745
CR33294	FBgn0053294	CR33294
CR33318	FBgn0053318	CR33318
CR33319	FBgn0053319	CR33319
CR33929	FBgn0053929	CR33929
CR34285	FBgn0085314	CR34285
CR40005	FBgn0058005	CR40005
CR40100	FBgn0058100	CR40100
CR40190	FBgn0085732	CR40190
CR40354	FBgn0058354	CR40354
CR40461	FBgn0058461	CR40461
CR41243	FBgn0085570	CR41243
CR41320	FBgn0085612	CR41320
CR41440	FBgn0084049	CR41440
CR41501	FBgn0085786	CR41501
CR41597	FBgn0085810	CR41597
CR42201	FBgn0085831	CR42201
CR42490	FBgn0086200	CR42490
CR42530	FBgn0260435	CR42530
CR42545	FBgn0260718	CR42545
CR42546	FBgn0260719	CR42546
CR42653	FBgn0261505	CR42653
CR42875	FBgn0262149	CR42875
CR43086	FBgn0262532	CR43086
CR43087	FBgn0262533	CR43087
CR43170	FBgn0262789	CR43170
CR43177	FBgn0262806	CR43177
CR43212	FBgn0262848	CR43212
CR43217	FBgn0262853	CR43217
CR43281	FBgn0262970	CR43281
CR43360	FBgn0263092	CR43360
CR43361	FBgn0263093	CR43361
CR43364	FBgn0263096	CR43364
CR43382	FBgn0263212	CR43382
CR43385	FBgn0263215	CR43385
CR43441	FBgn0263389	CR43441
CR43669	FBgn0263744	CR43669
CR43670	FBgn0263745	CR43670
CR43671	FBgn0263746	CR43671
CR43687	FBgn0263770	CR43687
CR43688	FBgn0263771	CR43688
CR43727	FBgn0263975	CR43727
CR43972	FBgn0264703	CR43972
CR43975	FBgn0264706	CR43975
CR44003	FBgn0264745	CR44003
CR44028	FBgn0264820	CR44028
CR44391	FBgn0265541	CR44391
CR44394	FBgn0265544	CR44394
CR45227	FBgn0266762	CR45227
CR45385	FBgn0266934	CR45385
CR45391	FBgn0266940	CR45391
CR45470	FBgn0267026	CR45470
CR45879	FBgn0267539	CR45879
CR46232	FBgn0267952	CR46232
CR46403	FBgn0286881	CR46403
CR46405	FBgn0286883	CR46405
CR46417	FBgn0286917	CR46417
CR46418	FBgn0286918	CR46418
CR46420	FBgn0286920	CR46420
CR46421	FBgn0286921	CR46421
CR46425	FBgn0286928	CR46425
CR6900	FBgn0030958	CR6900
CR7448	FBgn0037143	CR7448
CR9337	FBgn0032898	CR9337
CRAT	FBgn0037440	CRAT
CRAT	FBgn0038486	CG5265
CREG	FBgn0025456	CREG
CRIF	FBgn0037102	CRIF
CRMP	FBgn0023023	CRMP
CROT	FBgn0039543	CROT
CSN1b	FBgn0027057	CSN1b
CSN3	FBgn0027055	CSN3
CSN4	FBgn0027054	CSN4
CSN5	FBgn0027053	CSN5
CSN6	FBgn0028837	CSN6
CSN7	FBgn0028836	CSN7
CSN8	FBgn0261437	CSN8
CTCF	FBgn0035769	CTCF
CTPsyn	FBgn0266452	CTPsyn
CYLD	FBgn0032210	CYLD
Ca-Ma2d	FBgn0261999	Ca-Ma2d
Ca-alpha1D	FBgn0001991	Ca-alpha1D
Ca-alpha1T	FBgn0264386	Ca-alpha1T
Ca-beta	FBgn0287724	Ca-beta
CaBP1	FBgn0025678	CaBP1
CaMKI	FBgn0016126	CaMKI
CaMKII	FBgn0264607	CaMKII
Cad74A	FBgn0036715	Cad74A
Cad86C	FBgn0261053	Cad86C
Cad87A	FBgn0037963	Cad87A
Cad88C	FBgn0038247	Cad88C
Cad96Ca	FBgn0022800	Cad96Ca
Cad96Cb	FBgn0039294	Cad96Cb
Cad99C	FBgn0039709	Cad99C
CadN	FBgn0015609	CadN
CadN2	FBgn0262018	CadN2
Cadps	FBgn0053653	Cadps
Caf1-105	FBgn0033526	Caf1-105
Caf1-180	FBgn0030054	Caf1-180
Caf1-55	FBgn0263979	Caf1-55
CalpA	FBgn0012051	CalpA
CalpB	FBgn0025866	CalpB
CalpC	FBgn0260450	CalpC
Calr	FBgn0005585	Calr
Cals	FBgn0039928	Cals
Calx	FBgn0013995	Calx
Cam	FBgn0000253	Cam
Cam	FBgn0264607	CaMKII
Camp	FBgn0034210	Camp
Camta	FBgn0287478	Camta
CanA-14F	FBgn0267912	CanA-14F
CanA1	FBgn0010015	CanA1
CanB	FBgn0010014	CanB
CanB2	FBgn0015614	CanB2
Cand1	FBgn0027568	Cand1
Cap-D2	FBgn0039680	Cap-D2
Cap-D3	FBgn0051989	Cap-D3
Cap-G	FBgn0259876	Cap-G
Cap-H2	FBgn0037831	Cap-H2
Capa	FBgn0039722	Capa
CapaR	FBgn0037100	CapaR
Caper	FBgn0031883	Caper
Capr	FBgn0042134	Capr
CarT	FBgn0032879	CarT
Cat	FBgn0000261	Cat
Cat	FBab0002301	Df(3L)Cat
Cat	FBal0015987	sv[spa-Cat]
Cat	FBgn0000303	ChAT
Cat	FBgn0005561	sv
Cat	FBtp0137331	P{UAS-Parp.Cat.EYFP}
Catsup	FBgn0002022	Catsup
Cbl	FBgn0020224	Cbl
Cbp20	FBgn0022943	Cbp20
Cbp53E	FBgn0004580	Cbp53E
Cbp80	FBgn0022942	Cbp80
Cbs	FBgn0031148	Cbs
Cbs	FBgn0086757	cbs
Cby	FBgn0067317	Cby
Cc2d2a	FBgn0263113	Cc2d2a
Ccdc58	FBgn0036909	Ccdc58
Ccdc85	FBgn0031488	Ccdc85
Cchl	FBgn0038925	Cchl
Ccm3	FBgn0038331	Ccm3
Ccn	FBgn0052183	Ccn
Ccs	FBgn0010531	Ccs
Ccz1	FBgn0035470	Ccz1
CdGAPr	FBgn0032821	CdGAPr
Cda4	FBgn0052499	Cda4
Cda5	FBgn0051973	Cda5
Cdc16	FBgn0025781	Cdc16
Cdc23	FBgn0032863	Cdc23
Cdc27	FBgn0012058	Cdc27
Cdc2rk	FBgn0013435	Cdc2rk
Cdc37	FBgn0011573	Cdc37
Cdc42	FBgn0010341	Cdc42
Cdc45	FBgn0026143	Cdc45
Cdc5	FBgn0265574	Cdc5
Cdc6	FBgn0035918	Cdc6
Cdc7	FBgn0028360	Cdc7
Cdep	FBgn0265082	Cdep
Cdk1	FBgn0004106	Cdk1
Cdk12	FBgn0037093	Cdk12
Cdk2	FBgn0004107	Cdk2
Cdk4	FBgn0016131	Cdk4
Cdk5	FBgn0013762	Cdk5
Cdk5alpha	FBgn0027491	Cdk5alpha
Cdk7	FBgn0263237	Cdk7
Cdk8	FBgn0015618	Cdk8
Cdk9	FBgn0019949	Cdk9
Cdlc2	FBgn0026141	Cdlc2
Cds	FBgn0010350	Cds
Cec2	FBgn0000281	Cec2
CecA1	FBgn0000276	CecA1
CecA2	FBgn0000277	CecA2
CecB	FBgn0000278	CecB
CecC	FBgn0000279	CecC
Ced-12	FBgn0032409	Ced-12
Cen	FBgn0032876	Cen
CenB1A	FBgn0039056	CenB1A
CenG1A	FBgn0028509	CenG1A
Cenp-C	FBgn0266916	Cenp-C
Cep135	FBgn0036480	Cep135
Cep89	FBgn0266708	Cep89
Cep97	FBgn0031575	Cep97
Cerk	FBgn0037315	Cerk
Cf2	FBgn0000286	Cf2
Cfp1	FBgn0030121	Cfp1
ChAT	FBgn0000303	ChAT
ChLD3	FBgn0032598	ChLD3
ChT	FBgn0038641	ChT
Charon	FBgn0031317	Charon
Chc	FBgn0000319	Chc
Chchd2	FBgn0260747	Chchd2
Chchd3	FBgn0010808	Chchd3
Chd1	FBgn0250786	Chd1
Chd3	FBgn0023395	Chd3
Chd64	FBgn0035499	Chd64
CheA75a	FBgn0036783	CheA75a
CheA7a	FBgn0029948	CheA7a
CheA87a	FBgn0038142	CheA87a
CheB38b	FBgn0067311	CheB38b
CheB38c	FBgn0032888	CheB38c
CheB42a	FBgn0053348	CheB42a
CheB42b	FBgn0066293	CheB42b
CheB42c	FBgn0066292	CheB42c
CheB53a	FBgn0261292	CheB53a
CheB74a	FBgn0261294	CheB74a
CheB93b	FBgn0051438	CheB93b
Chi	FBgn0013764	Chi
Chi	FBgn0000308	chic
Chmp1	FBgn0036805	Chmp1
Chrac-14	FBgn0043002	Chrac-14
Chrac-16	FBgn0043001	Chrac-16
Chro	FBgn0044324	Chro
Cht10	FBgn0250907	Cht10
Cht11	FBgn0029913	Cht11
Cht12	FBgn0050293	Cht12
Cht2	FBgn0022702	Cht2
Cht5	FBgn0038180	Cht5
Cht6	FBgn0263132	Cht6
Cht7	FBgn0035398	Cht7
Cht8	FBgn0034580	Cht8
Cht9	FBgn0034582	Cht9
Ciao1	FBgn0033972	Ciao1
Cib2	FBgn0034558	Cib2
Cip4	FBgn0035533	Cip4
Cirl	FBgn0033313	Cirl
Cisd2	FBgn0062442	Cisd2
CkIIalpha	FBgn0264492	CkIIalpha
CkIIalpha-i1	FBgn0015025	CkIIalpha-i1
CkIIalpha-i3	FBgn0025676	CkIIalpha-i3
CkIIbeta	FBgn0000259	CkIIbeta
CkIIbeta2	FBgn0026136	CkIIbeta2
CkIalpha	FBgn0015024	CkIalpha
Cka	FBgn0044323	Cka
Cks30A	FBgn0010314	Cks30A
Cks85A	FBgn0037613	Cks85A
ClC-a	FBgn0051116	ClC-a
ClC-b	FBgn0033755	ClC-b
ClC-c	FBgn0036566	ClC-c
Clamp	FBgn0032979	Clamp
Claspin	FBgn0052251	Claspin
Clbn	FBgn0259152	Clbn
Clc	FBgn0024814	Clc
Clic	FBgn0030529	Clic
Clk	FBgn0023076	Clk
Clk	FBal0001708	per[Clk]
Clk	FBgn0003068	per
Cln3	FBgn0036756	Cln3
Cln3	FBgn0004597	CycC
Cln7	FBgn0035767	Cln7
Clp	FBgn0015621	Clp
Clp	FBtp0039571	P{Csp[Clp]}
ClpP	FBgn0032229	ClpP
Cluap1	FBgn0031196	Cluap1
Cnb	FBgn0035295	Cnb
Cndp2	FBgn0287767	Cndp2
CngA	FBgn0261612	CngA
CngB	FBgn0266346	CngB
Cngl	FBgn0263257	Cngl
Cnot4	FBgn0051716	Cnot4
Cnx14D	FBgn0264077	Cnx14D
Cnx99A	FBgn0015622	Cnx99A
CoRest	FBgn0261573	CoRest
Coa7	FBgn0039965	Coa7
Coa8	FBgn0029594	Coa8
Cog1	FBgn0037998	Cog1
Cog2	FBgn0026634	Cog2
Cog3	FBgn0031536	Cog3
Cog4	FBgn0032258	Cog4
Cog6	FBgn0033401	Cog6
Cog7	FBgn0051040	Cog7
Cog8	FBgn0287204	Cog8
Col4a1	FBgn0000299	Col4a1
Con	FBgn0005775	Con
Cont	FBgn0037240	Cont
Coop	FBgn0263240	Coop
Coprox	FBgn0021944	Coprox
Coq2	FBgn0037574	Coq2
Coq3	FBgn0032922	Coq3
Coq4	FBgn0052174	Coq4
Coq5	FBgn0030460	Coq5
Coq6	FBgn0031713	Coq6
Coq7	FBgn0029502	Coq7
Coq8	FBgn0052649	Coq8
Coq9	FBgn0050493	Coq9
Corin	FBgn0033192	Corin
Corp	FBgn0030028	Corp
Cortactin	FBgn0025865	Cortactin
Cow	FBgn0039054	Cow
Cp1	FBgn0013770	Cp1
Cp110	FBgn0031191	Cp110
Cp15	FBgn0000355	Cp15
Cp18	FBgn0000357	Cp18
Cp19	FBgn0000358	Cp19
Cp190	FBgn0000283	Cp190
Cp36	FBgn0000359	Cp36
Cp7Fa	FBgn0014464	Cp7Fa
Cp7Fb	FBgn0014465	Cp7Fb
Cp7Fc	FBgn0014466	Cp7Fc
Cpes	FBgn0025335	Cpes
Cpr	FBgn0015623	Cpr
Cpr100A	FBgn0039805	Cpr100A
Cpr11B	FBgn0030398	Cpr11B
Cpr23B	FBgn0031467	Cpr23B
Cpr30F	FBgn0051876	Cpr30F
Cpr35B	FBgn0028871	Cpr35B
Cpr47Ea	FBgn0033597	Cpr47Ea
Cpr47Ee	FBgn0033602	Cpr47Ee
Cpr47Ef	FBgn0033603	Cpr47Ef
Cpr47Eg	FBgn0086519	Cpr47Eg
Cpr49Ae	FBgn0033728	Cpr49Ae
Cpr49Ag	FBgn0033730	Cpr49Ag
Cpr50Cb	FBgn0033869	Cpr50Cb
Cpr51A	FBgn0033942	Cpr51A
Cpr60D	FBgn0050163	Cpr60D
Cpr62Ba	FBgn0035279	Cpr62Ba
Cpr62Bb	FBgn0035280	Cpr62Bb
Cpr62Bc	FBgn0035281	Cpr62Bc
Cpr64Aa	FBgn0035510	Cpr64Aa
Cpr64Ab	FBgn0035511	Cpr64Ab
Cpr64Ac	FBgn0035512	Cpr64Ac
